sexo,ubigeo,nom_region,nom_provincia,nom_distrito,ocupinf,ingresos_totales,estudios,edad,anio,mes,estrato,tipo_contrato,tamanio_empresa,p507,p510
hombre,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,empleo informal,900,secundaria completa,27,2020,1, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,empleo informal,200,superior universitaria incompleta,21,2020,1, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,empleo informal,1000,superior universitaria completa,69,2020,1, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),hasta 20 personas,empleado,empresa o patrono privado
hombre,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,empleo formal,1480,superior universitaria completa,29,2020,1, de 100 000 a 499 999 habitantes,regimen especial de contrataci¢n administrativa (cas),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,empleo formal,1050,superior universitaria incompleta,32,2020,1, de 100 000 a 499 999 habitantes,"contrato indefinido, nombrado, permanente",de 21 a 50 personas,empleado,empresa o patrono privado
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,360,superior no universitaria incompleta,19,2020,2, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,720,secundaria completa,35,2020,2, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,1000,superior no universitaria completa,46,2020,3, de 100 000 a 499 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,640,secundaria completa,27,2020,2, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,1200,superior no universitaria completa,21,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,empleo informal,1080,secundaria incompleta,20,2020,2, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,50201,AYACUCHO,CANGALLO,CANGALLO,empleo informal,500,secundaria completa,40,2020,3, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,1520,secundaria incompleta,65,2020,3, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,40,secundaria incompleta,14,2020,2, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,800,superior universitaria incompleta,22,2020,2, de 20 000 a 49 999 habitantes,sin contrato,de 21 a 50 personas,empleado,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,1200,secundaria completa,30,2020,3, de 20 000 a 49 999 habitantes,contrato a plazo fijo (sujeto a modalidad),hasta 20 personas,empleado,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,1400,secundaria completa,30,2020,3, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,1400,primaria completa,56,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,500,secundaria completa,27,2020,3, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,600,secundaria completa,21,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,600,secundaria completa,19,2020,3, de 20 000 a 49 999 habitantes,contrato a plazo fijo (sujeto a modalidad),hasta 20 personas,empleado,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,40,secundaria incompleta,14,2020,3, µrea de empadronamiento rural (aer) compuesto,,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,600,secundaria incompleta,48,2020,3, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo formal,2600,superior universitaria completa,43,2020,3, de 20 000 a 49 999 habitantes,regimen especial de contrataci¢n administrativa (cas),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,700,primaria completa,54,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,960,primaria completa,46,2020,2, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,240,primaria completa,42,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50401,AYACUCHO,HUANTA,HUANTA,empleo informal,800,secundaria completa,27,2020,3, de 20 000 a 49 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50403,AYACUCHO,HUANTA,HUAMANGUILLA,empleo informal,240,superior universitaria incompleta,22,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50403,AYACUCHO,HUANTA,HUAMANGUILLA,empleo informal,280,primaria completa,37,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50403,AYACUCHO,HUANTA,HUAMANGUILLA,empleo informal,140,secundaria completa,19,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50404,AYACUCHO,HUANTA,IGUAIN,empleo informal,140,secundaria incompleta,14,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo formal,1600,secundaria completa,50,2020,1, µrea de empadronamiento rural (aer) compuesto,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,300,secundaria completa,18,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,1000,secundaria completa,19,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,1200,sin nivel,49,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,600,primaria incompleta,37,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,500,secundaria completa,34,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,1200,secundaria incompleta,24,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,210,primaria completa,15,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,50406,AYACUCHO,HUANTA,SANTILLANA,empleo informal,1500,secundaria completa,19,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,50407,AYACUCHO,HUANTA,SIVIA,empleo informal,240,primaria completa,16,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50407,AYACUCHO,HUANTA,SIVIA,empleo informal,480,primaria incompleta,21,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50501,AYACUCHO,LA MAR,SAN MIGUEL,empleo informal,900,superior universitaria incompleta,23,2020,1,de 2 000 a 19 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50501,AYACUCHO,LA MAR,SAN MIGUEL,empleo informal,25,secundaria incompleta,41,2020,2, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50501,AYACUCHO,LA MAR,SAN MIGUEL,empleo informal,1200,superior no universitaria completa,26,2020,1,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50501,AYACUCHO,LA MAR,SAN MIGUEL,empleo formal,4850,superior universitaria completa,46,2020,1,de 2 000 a 19 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50502,AYACUCHO,LA MAR,ANCO,empleo informal,840,primaria incompleta,27,2020,2, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50502,AYACUCHO,LA MAR,ANCO,empleo informal,1200,secundaria completa,37,2020,2,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,360,secundaria incompleta,16,2020,1,de 2 000 a 19 999 habitantes,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,600,secundaria incompleta,16,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,300,secundaria incompleta,15,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,2000,secundaria completa,29,2020,1,de 2 000 a 19 999 habitantes,contrato a plazo fijo (sujeto a modalidad),de 21 a 50 personas,empleado,empresas especiales de servicios (service)
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,1400,secundaria completa,25,2020,1,de 2 000 a 19 999 habitantes,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,50509,AYACUCHO,LA MAR,SAMUGARI,empleo informal,840,primaria incompleta,54,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50601,AYACUCHO,LUCANAS,PUQUIO,empleo informal,600,sin nivel,37,2020,1,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50611,AYACUCHO,LUCANAS,LUCANAS,empleo informal,930,secundaria completa,23,2020,2, de 500 a 1 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50611,AYACUCHO,LUCANAS,LUCANAS,empleo informal,960,secundaria completa,16,2020,2, de 500 a 1 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo formal,3500,superior universitaria completa,67,2020,3,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo informal,400,superior universitaria completa,27,2020,3,de 2 000 a 19 999 habitantes,est† en per°odo de prueba,m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo informal,480,secundaria completa,67,2020,3,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo formal,2016,secundaria completa,31,2020,3,de 2 000 a 19 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,empleado,empresas especiales de servicios (service)
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo formal,1500,superior universitaria completa,62,2020,3,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50701,AYACUCHO,PARINACOCHAS,CORACORA,empleo informal,80,primaria incompleta,73,2020,3,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,empleo formal,1130,secundaria completa,61,2020,2,de 2 000 a 19 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,obrero,administraci¢n p£blica
hombre,50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,empleo formal,1300,superior no universitaria completa,60,2020,2,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50901,AYACUCHO,SUCRE,QUEROBAMBA,empleo formal,1500,secundaria completa,47,2020,3, de 500 a 1 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,50901,AYACUCHO,SUCRE,QUEROBAMBA,empleo formal,950,superior no universitaria completa,30,2020,3, de 500 a 1 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,empleo formal,1400,primaria completa,67,2020,2,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,obrero,administraci¢n p£blica
hombre,51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,empleo formal,2800,superior no universitaria completa,50,2020,2,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,empleo informal,1000,secundaria incompleta,20,2020,2, de 500 a 1 999 habitantes,sin contrato,de 21 a 50 personas,obrero,empresa o patrono privado
hombre,51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,empleo informal,240,primaria completa,35,2020,2, de 500 a 1 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,empleo informal,150,secundaria completa,18,2020,3, de 500 a 1 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,empleo informal,90,secundaria completa,17,2020,3, de 500 a 1 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,empleo informal,30,secundaria incompleta,14,2020,3, de 500 a 1 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,51105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,empleo informal,150,secundaria completa,16,2020,3, µrea de empadronamiento rural (aer) compuesto,,hasta 20 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,1800,superior no universitaria completa,29,2020,1, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),de 101 a 500 personas,empleado,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,160,secundaria completa,17,2020,1, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,1550,superior no universitaria completa,58,2020,1, de 100 000 a 499 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,obrero,administraci¢n p£blica
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,720,secundaria completa,70,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,1800,superior universitaria completa,29,2020,1, de 100 000 a 499 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,800,superior no universitaria completa,29,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,2800,superior no universitaria completa,43,2020,2, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),de 21 a 50 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,2528,secundaria completa,41,2020,1, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),de 101 a 500 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,400,secundaria completa,18,2020,2, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,2500,maestria/doctorado,52,2020,1, de 100 000 a 499 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,2100,superior universitaria completa,44,2020,1, de 100 000 a 499 999 habitantes,regimen especial de contrataci¢n administrativa (cas),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo formal,2500,superior universitaria completa,25,2020,1, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),de 21 a 50 personas,empleado,empresa o patrono privado
hombre,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,empleo informal,150,secundaria incompleta,21,2020,3, µrea de empadronamiento rural (aer) compuesto,,hasta 20 personas,obrero,empresa o patrono privado
hombre,60107,CAJAMARCA,CAJAMARCA,LLACANORA,empleo informal,1080,primaria completa,27,2020,2, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo informal,1500,secundaria completa,39,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo formal,1500,superior universitaria completa,48,2020,3, de 100 000 a 499 999 habitantes,regimen especial de contrataci¢n administrativa (cas),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo informal,1200,primaria incompleta,50,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo formal,1500,secundaria completa,52,2020,2, de 100 000 a 499 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,obrero,administraci¢n p£blica
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo informal,1200,secundaria completa,27,2020,3, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo formal,1724,superior no universitaria completa,30,2020,3, de 100 000 a 499 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo formal,4000,superior no universitaria completa,52,2020,3, de 100 000 a 499 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,obrero,empresa o patrono privado
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo informal,1200,superior no universitaria completa,28,2020,2, de 100 000 a 499 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60108,CAJAMARCA,CAJAMARCA,LOS BA•OS DEL INCA,empleo informal,400,superior universitaria completa,27,2020,2, de 100 000 a 499 999 habitantes,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,60304,CAJAMARCA,CELENDIN,HUASMIN,empleo formal,2000,superior no universitaria completa,37,2020,2, µrea de empadronamiento rural (aer) compuesto,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60401,CAJAMARCA,CHOTA,CHOTA,empleo informal,800,secundaria completa,30,2020,2,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60401,CAJAMARCA,CHOTA,CHOTA,empleo formal,2500,superior universitaria completa,60,2020,2,de 2 000 a 19 999 habitantes,"contrato indefinido, nombrado, permanente",m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60407,CAJAMARCA,CHOTA,COCHABAMBA,empleo informal,160,secundaria incompleta,16,2020,1, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60411,CAJAMARCA,CHOTA,LLAMA,empleo formal,1500,primaria completa,48,2020,1, µrea de empadronamiento rural (aer) compuesto,contrato a plazo fijo (sujeto a modalidad),hasta 20 personas,obrero,empresas especiales de servicios (service)
hombre,60505,CAJAMARCA,CONTUMAZA,SAN BENITO,empleo informal,240,primaria incompleta,85,2020,1, µrea de empadronamiento rural (aer) simple,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60601,CAJAMARCA,CUTERVO,CUTERVO,empleo informal,600,primaria incompleta,68,2020,2, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60602,CAJAMARCA,CUTERVO,CALLAYUC,empleo informal,1150,secundaria incompleta,33,2020,2, µrea de empadronamiento rural (aer) compuesto,"contrato indefinido, nombrado, permanente",de 21 a 50 personas,obrero,empresa o patrono privado
hombre,60602,CAJAMARCA,CUTERVO,CALLAYUC,empleo informal,240,primaria completa,24,2020,2, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,400,secundaria incompleta,15,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,1200,primaria completa,53,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,800,secundaria completa,17,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,m†s de 500 personas,obrero,administraci¢n p£blica
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,160,secundaria incompleta,16,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,160,primaria completa,56,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,800,primaria incompleta,26,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,m†s de 500 personas,obrero,administraci¢n p£blica
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,160,secundaria completa,19,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA,empleo informal,2000,primaria completa,36,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60614,CAJAMARCA,CUTERVO,SOCOTA,empleo informal,840,secundaria completa,18,2020,1,de 2 000 a 19 999 habitantes,"contrato por locaci¢n de servicios (honorarios profesionales, ruc), snp",m†s de 500 personas,obrero,administraci¢n p£blica
hombre,60614,CAJAMARCA,CUTERVO,SOCOTA,empleo informal,500,primaria completa,38,2020,1,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60614,CAJAMARCA,CUTERVO,SOCOTA,empleo formal,2100,superior universitaria completa,58,2020,3,de 2 000 a 19 999 habitantes,,m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60614,CAJAMARCA,CUTERVO,SOCOTA,empleo informal,900,secundaria completa,43,2020,1,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,empleo informal,1400,primaria completa,51,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,empleo informal,300,primaria incompleta,35,2020,3,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,empleo informal,720,superior universitaria incompleta,21,2020,3,de 2 000 a 19 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,empleo informal,840,secundaria completa,38,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,empleo formal,2500,superior universitaria completa,29,2020,3,de 2 000 a 19 999 habitantes,contrato a plazo fijo (sujeto a modalidad),m†s de 500 personas,empleado,administraci¢n p£blica
hombre,60801,CAJAMARCA,JAEN,JAEN,empleo informal,500,superior no universitaria incompleta,24,2020,1, de 50 000 a 99 999 habitantes,sin contrato,hasta 20 personas,empleado,empresa o patrono privado
hombre,60801,CAJAMARCA,JAEN,JAEN,empleo informal,350,secundaria completa,17,2020,2, de 50 000 a 99 999 habitantes,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
hombre,60802,CAJAMARCA,JAEN,BELLAVISTA,empleo informal,640,primaria incompleta,69,2020,3, µrea de empadronamiento rural (aer) compuesto,sin contrato,hasta 20 personas,obrero,empresa o patrono privado
